CT,X1_CRIM,X2_NOX,X3_AGE,X4_DIS,X5_RM,X6_LSTAT,X7_RAD,X8_ CHAS,X9_NDUS,X10_TAX,X11_PT,Y_MV,GROUP,X12_RLZ
266,0.76162,0.647,62.8,1.9865,5.560,10.45,5,0,3.97,264,13.0,22.8,M,20.0
267,0.78570,0.647,84.6,2.1329,7.014,14.79,5,0,3.97,264,13.0,30.7,M,20.0
268,0.57834,0.575,67.0,2.4216,8.297,7.44,5,0,3.97,264,13.0,50.0,M,20.0
269,0.54050,0.575,52.6,2.8720,7.470,3.16,5,0,3.97,264,13.0,43.5,T,20.0
270,0.09065,0.464,61.5,3.9175,5.920,13.65,3,1,6.96,223,18.6,20.7,T,20.0
271,0.29916,0.464,42.1,4.4290,5.856,13.00,3,0,6.96,223,18.6,21.1,M,20.0
272,0.16211,0.464,16.3,4.4290,6.240,6.59,3,0,6.96,223,18.6,25.2,M,20.0
273,0.11460,0.464,58.7,3.9175,6.538,7.73,3,0,6.96,223,18.6,24.4,M,20.0
274,0.22188,0.464,51.8,4.3665,7.691,6.58,3,1,6.96,223,18.6,35.2,M,20.0
275,0.05644,0.447,32.9,4.0776,6.758,3.53,4,1,6.41,254,17.6,32.4,M,40.0
276,0.09604,0.447,42.8,4.2673,6.854,2.98,4,0,6.41,254,17.6,32.0,M,40.0
277,0.10469,0.447,49.0,4.7872,7.267,6.05,4,1,6.41,254,17.6,33.2,M,40.0
278,0.06127,0.447,27.6,4.8628,6.826,4.16,4,1,6.41,254,17.6,33.1,M,40.0
279,0.07978,0.447,32.1,4.1403,6.482,7.19,4,0,6.41,254,17.6,29.1,T,40.0
280,0.21038,0.443,32.2,4.1007,6.812,4.85,5,0,3.33,216,14.9,35.1,T,20.0
281,0.03578,0.443,64.5,4.6947,7.820,3.76,5,0,3.33,216,14.9,45.4,M,20.0
282,0.03705,0.443,37.2,5.2447,6.968,4.59,5,0,3.33,216,14.9,35.4,T,20.0
283,0.06129,0.443,49.7,5.2119,7.645,3.01,5,1,3.33,216,14.9,46.0,T,20.0
284,0.01501,0.401,24.8,5.8850,7.923,3.16,1,1,1.21,198,13.6,50.0,M,90.0
285,0.00906,0.400,20.8,7.3073,7.088,7.85,1,0,2.97,285,15.3,32.2,M,90.0
286,0.01096,0.389,31.9,7.3073,6.453,8.23,1,0,2.25,300,15.3,22.0,M,55.0
287,0.01965,0.385,31.5,9.0892,6.230,12.93,1,0,1.76,241,18.2,20.1,T,80.0
288,0.03871,0.405,31.3,7.3172,6.209,7.14,6,0,5.32,293,16.6,23.2,M,52.5
289,0.04590,0.405,45.6,7.3172,6.315,7.60,6,0,5.32,293,16.6,22.3,M,52.5
290,0.04297,0.405,22.9,7.3172,6.565,9.51,6,0,5.32,293,16.6,24.8,M,52.5
291,0.03502,0.411,27.9,5.1167,6.861,3.33,4,0,4.95,245,19.2,28.5,M,80.0
292,0.07886,0.411,27.7,5.1167,7.148,3.56,4,0,4.95,245,19.2,37.3,M,80.0
293,0.03615,0.411,23.4,5.1167,6.630,4.70,4,0,4.95,245,19.2,27.9,M,80.0
294,0.08265,0.437,18.4,5.5027,6.127,8.58,4,0,13.92,289,16.0,23.9,M,0.0
295,0.08199,0.437,42.3,5.5027,6.009,10.40,4,0,13.92,289,16.0,21.7,M,0.0
296,0.12932,0.437,31.1,5.9604,6.678,6.27,4,0,13.92,289,16.0,28.6,M,0.0
297,0.05372,0.437,51.0,5.9604,6.549,7.39,4,0,13.92,289,16.0,27.1,M,0.0
298,0.14103,0.437,58.0,6.3200,5.790,15.84,4,0,13.92,289,16.0,20.3,M,0.0
299,0.06466,0.400,20.1,7.8278,6.345,4.97,5,0,2.24,358,14.8,22.5,M,70.0
300,0.05561,0.400,10.0,7.8278,7.041,4.74,5,0,2.24,358,14.8,29.0,M,70.0
301,0.04417,0.400,47.4,7.8278,6.871,6.07,5,0,2.24,358,14.8,24.8,M,70.0
302,0.03537,0.433,40.4,5.4917,6.590,9.50,7,0,6.09,329,16.1,22.0,M,34.0
303,0.09266,0.433,18.4,5.4917,6.495,8.67,7,0,6.09,329,16.1,26.4,M,34.0
304,0.10000,0.433,17.7,5.4917,6.982,4.86,7,0,6.09,329,16.1,33.1,M,34.0
305,0.05515,0.472,41.1,4.0220,7.236,6.93,7,0,2.18,222,18.4,36.1,M,33.0
306,0.05479,0.472,58.1,3.3700,6.616,8.93,7,0,2.18,222,18.4,28.4,M,33.0
307,0.07503,0.472,71.9,3.0992,7.420,6.47,7,0,2.18,222,18.4,33.4,M,33.0
308,0.04932,0.472,70.3,3.1827,6.849,7.53,7,0,2.18,222,18.4,28.2,T,33.0
309,0.49298,0.544,82.5,3.3175,6.635,4.54,4,0,9.9,304,18.4,22.8,T,0.0
310,0.34940,0.544,76.7,3.1025,5.972,9.97,4,0,9.9,304,18.4,20.3,T,0.0
311,2.63548,0.544,37.8,2.5194,4.973,12.64,4,0,9.9,304,18.4,16.1,M,0.0
312,0.79041,0.544,52.8,2.6403,6.122,5.98,4,0,9.9,304,18.4,22.1,M,0.0
313,0.26169,0.544,90.4,2.8340,6.023,11.72,4,0,9.9,304,18.4,19.4,M,0.0
314,0.26938,0.544,82.8,3.2628,6.266,7.90,4,0,9.9,304,18.4,21.6,M,0.0
315,0.36920,0.544,87.3,3.6023,6.567,9.28,4,0,9.9,304,18.4,23.8,M,0.0
316,0.25356,0.544,77.7,3.9450,5.705,11.50,4,0,9.9,304,18.4,16.2,M,0.0
317,0.31827,0.544,83.2,3.9986,5.914,18.33,4,0,9.9,304,18.4,17.8,M,0.0
318,0.24522,0.544,71.7,4.0317,5.782,15.94,4,0,9.9,304,18.4,19.8,M,0.0
319,0.40202,0.544,67.2,3.5325,6.382,10.36,4,0,9.9,304,18.4,23.1,M,0.0
320,0.47547,0.544,58.8,4.0019,6.113,12.73,4,0,9.9,304,18.4,21.0,T,0.0
321,0.16760,0.493,52.3,4.5404,6.426,7.20,5,0,7.38,287,19.6,23.8,M,0.0
322,0.18159,0.493,54.3,4.5404,6.376,6.87,5,0,7.38,287,19.6,23.1,T,0.0
323,0.35114,0.493,49.9,4.7211,6.041,7.70,5,0,7.38,287,19.6,20.4,M,0.0
324,0.28392,0.493,74.3,4.7211,5.708,11.74,5,0,7.38,287,19.6,18.5,M,0.0
325,0.34109,0.493,40.1,4.7211,6.415,6.12,5,0,7.38,287,19.6,25.0,M,0.0
326,0.19186,0.493,14.7,5.4159,6.431,5.08,5,0,7.38,287,19.6,24.6,T,0.0
327,0.30347,0.493,28.9,5.4159,6.312,6.15,5,0,7.38,287,19.6,23.0,T,0.0
328,0.24103,0.493,43.7,5.4159,6.083,12.79,5,0,7.38,287,19.6,22.2,M,0.0
329,0.06617,0.460,25.8,5.2146,5.868,9.97,4,0,3.24,430,16.9,19.3,M,0.0
330,0.06724,0.460,17.2,5.2146,6.333,7.34,4,0,3.24,430,16.9,22.6,M,0.0
331,0.04544,0.460,32.2,5.8736,6.144,9.09,4,0,3.24,430,16.9,19.8,T,0.0
332,0.05023,0.438,28.4,6.6407,5.706,12.43,1,0,6.06,304,16.9,17.1,M,35.0
333,0.03466,0.438,23.3,6.6407,6.031,7.83,1,0,6.06,304,16.9,19.4,M,35.0
334,0.05083,0.515,38.1,6.4584,6.316,5.68,5,0,5.19,224,20.2,22.2,T,0.0
335,0.03738,0.515,38.5,6.4584,6.310,6.75,5,0,5.19,224,20.2,20.7,T,0.0
336,0.03961,0.515,34.5,5.9853,6.037,8.01,5,0,5.19,224,20.2,21.1,M,0.0
337,0.03427,0.515,46.3,5.2311,5.869,9.80,5,0,5.19,224,20.2,19.5,M,0.0
338,0.03041,0.515,59.6,5.6150,5.895,10.56,5,0,5.19,224,20.2,18.5,M,0.0
339,0.03306,0.515,37.3,4.8122,6.059,8.51,5,0,5.19,224,20.2,20.6,M,0.0
340,0.05497,0.515,45.4,4.8122,5.985,9.74,5,0,5.19,224,20.2,19.0,M,0.0
341,0.06151,0.515,58.5,4.8122,5.968,9.29,5,0,5.19,224,20.2,18.7,M,0.0
342,0.01301,0.442,49.3,7.0379,7.241,5.49,1,0,1.52,284,15.5,32.7,M,35.0
343,0.02498,0.518,59.7,6.2669,6.540,8.65,1,0,1.89,422,15.9,16.5,M,0.0
344,0.02543,0.484,56.4,5.7321,6.696,7.18,5,0,3.78,370,17.6,23.9,M,55.0
345,0.03049,0.484,28.1,6.4654,6.874,4.61,5,0,3.78,370,17.6,31.2,M,55.0
346,0.03113,0.442,48.5,8.0136,6.014,10.53,3,0,4.39,352,18.8,17.5,M,0.0
347,0.06162,0.442,52.3,8.0136,5.898,12.67,3,0,4.39,352,18.8,17.2,M,0.0
348,0.01870,0.429,27.7,8.5353,6.516,6.36,4,0,4.15,351,17.9,23.1,T,85.0
349,0.01501,0.435,29.7,8.3440,6.635,5.99,4,0,2.01,280,17.0,24.5,M,80.0
350,0.02899,0.429,34.5,8.7921,6.939,5.89,1,0,1.25,335,19.7,26.6,M,40.0
351,0.06211,0.429,44.4,8.7921,6.490,5.98,1,0,1.25,335,19.7,22.9,M,40.0
352,0.07950,0.411,35.9,10.7103,6.579,5.49,4,0,1.69,411,18.3,24.1,M,60.0
353,0.07244,0.411,18.5,10.7103,5.884,7.79,4,0,1.69,411,18.3,18.6,M,60.0
354,0.01709,0.410,36.1,12.1265,6.728,4.50,5,0,2.02,187,17.0,30.1,M,90.0
355,0.04301,0.413,21.9,10.5857,5.663,8.05,4,0,1.91,334,22.0,18.2,T,80.0
356,0.10659,0.413,19.5,10.5857,5.936,5.57,4,0,1.91,334,22.0,20.6,M,80.0
357,8.98296,0.770,97.4,2.1222,6.212,17.60,24,1,18.1,666,20.2,17.8,M,0.0
358,3.84970,0.770,91.0,2.5052,6.395,13.27,24,1,18.1,666,20.2,21.7,M,0.0
359,5.20177,0.770,83.4,2.7227,6.127,11.48,24,1,18.1,666,20.2,22.7,T,0.0
360,4.26131,0.770,81.3,2.5091,6.112,12.67,24,0,18.1,666,20.2,22.6,M,0.0
361,4.54192,0.770,88.0,2.5182,6.398,7.79,24,0,18.1,666,20.2,25.0,T,0.0
362,3.83684,0.770,91.1,2.2955,6.251,14.19,24,0,18.1,666,20.2,19.9,M,0.0
363,3.67822,0.770,96.2,2.1036,5.362,10.19,24,0,18.1,666,20.2,20.8,T,0.0
364,4.22239,0.770,89.0,1.9047,5.803,14.64,24,1,18.1,666,20.2,16.8,M,0.0
365,3.47428,0.718,82.9,1.9047,8.780,5.29,24,1,18.1,666,20.2,21.9,M,0.0
366,4.55587,0.718,87.9,1.6132,3.561,7.12,24,0,18.1,666,20.2,27.5,M,0.0
367,3.69695,0.718,91.4,1.7523,4.963,14.00,24,0,18.1,666,20.2,21.9,M,0.0
368,13.52220,0.631,100.0,1.5106,3.863,13.33,24,0,18.1,666,20.2,23.1,T,0.0
369,4.89822,0.631,100.0,1.3325,4.970,3.26,24,0,18.1,666,20.2,50.0,M,0.0
370,5.66998,0.631,96.8,1.3567,6.683,3.73,24,1,18.1,666,20.2,50.0,M,0.0
371,6.53876,0.631,97.5,1.2024,7.016,2.96,24,1,18.1,666,20.2,50.0,M,0.0
372,9.23230,0.631,100.0,1.1691,6.216,9.53,24,0,18.1,666,20.2,50.0,M,0.0
373,8.26725,0.668,89.6,1.1296,5.875,8.88,24,1,18.1,666,20.2,50.0,M,0.0
374,11.10810,0.668,100.0,1.1742,4.906,34.77,24,0,18.1,666,20.2,13.8,M,0.0
375,18.49820,0.668,100.0,1.1370,4.138,37.97,24,0,18.1,666,20.2,13.8,T,0.0
376,19.60910,0.671,97.9,1.3163,7.313,13.44,24,0,18.1,666,20.2,15.0,M,0.0
377,15.28800,0.671,93.3,1.3449,6.649,23.24,24,0,18.1,666,20.2,13.9,M,0.0
378,9.82349,0.671,98.8,1.3580,6.794,21.24,24,0,18.1,666,20.2,13.3,M,0.0
379,23.64820,0.671,96.2,1.3861,6.380,23.69,24,0,18.1,666,20.2,13.1,M,0.0
380,17.86670,0.671,100.0,1.3861,6.223,21.78,24,0,18.1,666,20.2,10.2,T,0.0
381,88.97620,0.671,91.9,1.4165,6.968,17.21,24,0,18.1,666,20.2,10.4,M,0.0
382,15.87440,0.671,99.1,1.5192,6.545,21.08,24,0,18.1,666,20.2,10.9,M,0.0
383,9.18702,0.700,100.0,1.5804,5.536,23.60,24,0,18.1,666,20.2,11.3,M,0.0
384,7.99248,0.700,100.0,1.5331,5.520,24.56,24,0,18.1,666,20.2,12.3,M,0.0
385,20.08490,0.700,91.2,1.4395,4.368,30.63,24,0,18.1,666,20.2,8.8,M,0.0
386,16.81180,0.700,98.1,1.4261,5.277,30.81,24,0,18.1,666,20.2,7.2,M,0.0
387,24.39380,0.700,100.0,1.4672,4.652,28.28,24,0,18.1,666,20.2,10.5,T,0.0
388,22.59710,0.700,89.5,1.5184,5.000,31.99,24,0,18.1,666,20.2,7.4,T,0.0
389,14.33370,0.700,100.0,1.5895,4.880,30.62,24,0,18.1,666,20.2,10.2,M,0.0
390,8.15174,0.700,98.9,1.7281,5.390,20.85,24,0,18.1,666,20.2,11.5,M,0.0
391,6.96215,0.700,97.0,1.9265,5.713,17.11,24,0,18.1,666,20.2,15.1,M,0.0
392,5.29305,0.700,82.5,2.1678,6.051,18.76,24,0,18.1,666,20.2,23.2,M,0.0
393,11.57790,0.700,97.0,1.7700,5.036,25.68,24,0,18.1,666,20.2,9.7,T,0.0
394,8.64476,0.693,92.6,1.7912,6.193,15.17,24,0,18.1,666,20.2,13.8,M,0.0
395,13.35980,0.693,94.7,1.7821,5.887,16.35,24,0,18.1,666,20.2,12.7,M,0.0
396,8.71675,0.693,98.8,1.7257,6.471,17.12,24,0,18.1,666,20.2,13.1,M,0.0
397,5.87205,0.693,96.0,1.6768,6.405,19.37,24,0,18.1,666,20.2,12.5,M,0.0
398,7.67202,0.693,98.9,1.6334,5.747,19.92,24,0,18.1,666,20.2,8.5,T,0.0
399,38.35180,0.693,100.0,1.4896,5.453,30.59,24,0,18.1,666,20.2,5.0,M,0.0
400,9.91655,0.693,77.8,1.5004,5.852,29.97,24,0,18.1,666,20.2,6.3,M,0.0
401,25.04610,0.693,100.0,1.5888,5.987,26.77,24,0,18.1,666,20.2,5.6,M,0.0
402,14.23620,0.693,100.0,1.5741,6.343,20.32,24,0,18.1,666,20.2,7.2,M,0.0
403,9.59571,0.693,100.0,1.6390,6.404,20.31,24,0,18.1,666,20.2,12.1,M,0.0
404,24.80170,0.693,96.0,1.7028,5.349,19.77,24,0,18.1,666,20.2,8.3,M,0.0
405,41.52920,0.693,85.4,1.6074,5.531,27.38,24,0,18.1,666,20.2,8.5,M,0.0
406,67.92080,0.693,100.0,1.4254,5.683,22.98,24,0,18.1,666,20.2,5.0,M,0.0
407,20.71620,0.659,100.0,1.1781,4.138,23.34,24,0,18.1,666,20.2,11.9,M,0.0
408,11.95110,0.659,100.0,1.2852,5.608,12.13,24,0,18.1,666,20.2,27.9,M,0.0
409,7.40389,0.597,97.9,1.4547,5.617,26.40,24,0,18.1,666,20.2,17.2,M,0.0
410,14.43830,0.597,100.0,1.4655,6.852,19.78,24,0,18.1,666,20.2,27.5,M,0.0
411,51.13580,0.597,100.0,1.4130,5.757,10.11,24,0,18.1,666,20.2,15.0,M,0.0
412,14.05070,0.597,100.0,1.5275,6.657,21.22,24,0,18.1,666,20.2,17.2,T,0.0
413,18.81100,0.597,100.0,1.5539,4.628,34.37,24,0,18.1,666,20.2,17.9,M,0.0
414,28.65580,0.597,100.0,1.5894,5.155,20.08,24,0,18.1,666,20.2,16.3,M,0.0
415,45.74610,0.693,100.0,1.6582,4.519,36.98,24,0,18.1,666,20.2,7.0,M,0.0
416,18.08460,0.679,100.0,1.8347,6.434,29.05,24,0,18.1,666,20.2,7.2,M,0.0
417,10.83420,0.679,90.8,1.8195,6.782,25.79,24,0,18.1,666,20.2,7.5,M,0.0
418,25.94060,0.679,89.1,1.6475,5.304,26.64,24,0,18.1,666,20.2,10.4,T,0.0
419,73.53410,0.679,100.0,1.8026,5.957,20.62,24,0,18.1,666,20.2,8.8,M,0.0
420,11.81230,0.718,76.5,1.7940,6.824,22.74,24,0,18.1,666,20.2,8.4,M,0.0
421,11.08740,0.718,100.0,1.8589,6.411,15.02,24,0,18.1,666,20.2,16.7,M,0.0
422,7.02259,0.718,95.3,1.8746,6.006,15.70,24,0,18.1,666,20.2,14.2,M,0.0
423,12.04820,0.614,87.6,1.9512,5.648,14.10,24,0,18.1,666,20.2,20.8,M,0.0
424,7.05042,0.614,85.1,2.0218,6.103,23.29,24,0,18.1,666,20.2,13.4,T,0.0
425,8.79212,0.584,70.6,2.0635,5.565,17.16,24,0,18.1,666,20.2,11.7,T,0.0
426,15.86030,0.679,95.4,1.9096,5.896,24.39,24,0,18.1,666,20.2,8.3,T,0.0
427,12.24720,0.584,59.7,1.9976,5.837,15.69,24,0,18.1,666,20.2,10.2,M,0.0
428,37.66190,0.679,78.7,1.8629,6.202,14.52,24,0,18.1,666,20.2,10.9,M,0.0
429,7.36711,0.679,78.1,1.9356,6.193,21.52,24,0,18.1,666,20.2,11.0,M,0.0
430,9.33889,0.679,95.6,1.9682,6.380,24.08,24,0,18.1,666,20.2,9.5,T,0.0
431,8.49213,0.584,86.1,2.0527,6.348,17.64,24,0,18.1,666,20.2,14.5,T,0.0
432,10.06230,0.584,94.3,2.0882,6.833,19.69,24,0,18.1,666,20.2,14.1,M,0.0
433,6.44405,0.584,74.8,2.2004,6.425,12.03,24,0,18.1,666,20.2,16.1,M,0.0
434,5.58107,0.713,87.9,2.3158,6.436,16.22,24,0,18.1,666,20.2,14.3,M,0.0
435,13.91340,0.713,95.0,2.2222,6.208,15.17,24,0,18.1,666,20.2,11.7,T,0.0
436,11.16040,0.740,94.6,2.1247,6.629,23.27,24,0,18.1,666,20.2,13.4,M,0.0
437,14.42080,0.740,93.3,2.0026,6.461,18.05,24,0,18.1,666,20.2,9.6,M,0.0
438,15.17720,0.740,100.0,1.9142,6.152,26.45,24,0,18.1,666,20.2,8.7,M,0.0
439,13.67810,0.740,87.9,1.8206,5.935,34.02,24,0,18.1,666,20.2,8.4,M,0.0
440,9.39063,0.740,93.9,1.8172,5.627,22.88,24,0,18.1,666,20.2,12.8,M,0.0
441,22.05110,0.740,92.4,1.8662,5.818,22.11,24,0,18.1,666,20.2,10.5,M,0.0
442,9.72418,0.740,97.2,2.0651,6.406,19.52,24,0,18.1,666,20.2,17.1,M,0.0
443,5.66637,0.740,100.0,2.0048,6.219,16.59,24,0,18.1,666,20.2,18.4,T,0.0
444,9.96654,0.740,100.0,1.9784,6.485,18.85,24,0,18.1,666,20.2,15.4,M,0.0
445,12.80230,0.740,96.6,1.8956,5.854,23.79,24,0,18.1,666,20.2,10.8,M,0.0
446,10.67180,0.740,94.8,1.9879,6.459,23.98,24,0,18.1,666,20.2,11.8,M,0.0
447,6.28807,0.740,96.4,2.0720,6.341,17.79,24,0,18.1,666,20.2,14.9,M,0.0
448,9.92485,0.740,96.6,2.1980,6.251,16.44,24,0,18.1,666,20.2,12.6,T,0.0
449,9.32909,0.713,98.7,2.2616,6.185,18.13,24,0,18.1,666,20.2,14.1,M,0.0
450,7.52601,0.713,98.3,2.1850,6.417,19.31,24,0,18.1,666,20.2,13.0,M,0.0
451,6.71772,0.713,92.6,2.3236,6.749,17.44,24,0,18.1,666,20.2,13.4,M,0.0
452,5.44114,0.713,98.2,2.3552,6.655,17.73,24,0,18.1,666,20.2,15.2,M,0.0
453,5.09017,0.713,91.8,2.3682,6.297,17.27,24,0,18.1,666,20.2,16.1,M,0.0
454,8.24809,0.713,99.3,2.4527,7.393,16.74,24,0,18.1,666,20.2,17.8,T,0.0
455,9.51363,0.713,94.1,2.4961,6.728,18.71,24,0,18.1,666,20.2,14.9,M,0.0
456,4.75237,0.713,86.5,2.4358,6.525,18.13,24,0,18.1,666,20.2,14.1,M,0.0
457,4.66883,0.713,87.9,2.5806,5.976,19.01,24,0,18.1,666,20.2,12.7,M,0.0
458,8.20058,0.713,80.3,2.7792,5.936,16.94,24,0,18.1,666,20.2,13.5,M,0.0
459,7.75223,0.713,83.7,2.7831,6.301,16.23,24,0,18.1,666,20.2,14.9,M,0.0
460,6.80117,0.713,84.4,2.7175,6.081,14.70,24,0,18.1,666,20.2,20.0,M,0.0
461,4.81213,0.713,90.0,2.5975,6.701,16.42,24,0,18.1,666,20.2,16.4,M,0.0
462,3.69311,0.713,88.4,2.5671,6.376,14.65,24,0,18.1,666,20.2,17.7,M,0.0
463,6.65492,0.713,83.0,2.7344,6.317,13.99,24,0,18.1,666,20.2,19.5,M,0.0
464,5.82115,0.713,89.9,2.8016,6.513,10.29,24,0,18.1,666,20.2,20.2,M,0.0
465,7.83932,0.655,65.4,2.9634,6.209,13.22,24,0,18.1,666,20.2,21.4,T,0.0
466,3.16360,0.655,48.2,3.0665,5.759,14.13,24,0,18.1,666,20.2,19.9,M,0.0
467,3.77498,0.655,84.7,2.8715,5.952,17.15,24,0,18.1,666,20.2,19.0,T,0.0
468,4.42228,0.584,94.5,2.5403,6.003,21.32,24,0,18.1,666,20.2,19.1,M,0.0
469,15.57570,0.580,71.0,2.9084,5.926,18.13,24,0,18.1,666,20.2,19.1,M,0.0
470,13.07510,0.580,56.7,2.8237,5.713,14.76,24,0,18.1,666,20.2,20.1,T,0.0
471,4.34879,0.580,84.0,3.0334,6.167,16.29,24,0,18.1,666,20.2,19.9,M,0.0
472,4.03841,0.532,90.7,3.0993,6.229,12.87,24,0,18.1,666,20.2,19.6,M,0.0
473,3.56868,0.580,75.0,2.8965,6.437,14.36,24,0,18.1,666,20.2,23.2,M,0.0
474,4.64689,0.614,67.6,2.5329,6.980,11.66,24,0,18.1,666,20.2,29.8,M,0.0
475,8.05579,0.584,95.4,2.4298,5.427,18.14,24,0,18.1,666,20.2,13.8,M,0.0
476,6.39312,0.584,97.4,2.2060,6.162,24.10,24,0,18.1,666,20.2,13.3,T,0.0
477,4.87141,0.614,93.6,2.3053,6.484,18.68,24,0,18.1,666,20.2,16.7,T,0.0
478,15.02340,0.614,97.3,2.1007,5.304,24.91,24,0,18.1,666,20.2,12.0,M,0.0
479,10.23300,0.614,96.7,2.1705,6.185,18.03,24,0,18.1,666,20.2,14.6,M,0.0
480,14.33370,0.614,88.0,1.9512,6.229,13.11,24,0,18.1,666,20.2,21.4,M,0.0
481,5.82401,0.532,64.7,3.4242,6.242,10.74,24,0,18.1,666,20.2,23.0,M,0.0
482,5.70818,0.532,74.9,3.3317,6.750,7.74,24,0,18.1,666,20.2,23.7,T,0.0
483,5.73116,0.532,77.0,3.4106,7.061,7.01,24,0,18.1,666,20.2,25.0,M,0.0
484,2.81838,0.532,40.3,4.0983,5.762,10.42,24,0,18.1,666,20.2,21.8,M,0.0
485,2.37857,0.583,41.9,3.7240,5.871,13.34,24,0,18.1,666,20.2,20.6,M,0.0
486,3.67367,0.583,51.9,3.9917,6.312,10.58,24,0,18.1,666,20.2,21.2,T,0.0
487,5.69175,0.583,79.8,3.5459,6.114,14.98,24,0,18.1,666,20.2,19.1,M,0.0
488,4.83567,0.583,53.2,3.1523,5.905,11.45,24,0,18.1,666,20.2,20.6,M,0.0
489,0.15086,0.609,92.7,1.8209,5.454,18.06,4,0,27.74,711,20.1,15.2,M,0.0
490,0.18337,0.609,98.3,1.7554,5.414,23.97,4,0,27.74,711,20.1,7.0,M,0.0
491,0.20746,0.609,98.0,1.8226,5.093,29.68,4,0,27.74,711,20.1,8.1,M,0.0
492,0.10574,0.609,98.8,1.8681,5.983,18.07,4,0,27.74,711,20.1,13.6,M,0.0
493,0.11132,0.609,83.5,2.1099,5.983,13.35,4,0,27.74,711,20.1,20.1,T,0.0
494,0.17331,0.585,54.0,2.3817,5.707,12.01,6,0,9.69,391,19.2,21.8,M,0.0
495,0.27957,0.585,42.6,2.3817,5.926,13.59,6,0,9.69,391,19.2,24.5,M,0.0
496,0.17899,0.585,28.8,2.7986,5.670,17.60,6,0,9.69,391,19.2,23.1,M,0.0
497,0.28960,0.585,72.9,2.7986,5.390,21.14,6,0,9.69,391,19.2,19.7,M,0.0
498,0.26838,0.585,70.6,2.8927,5.794,14.10,6,0,9.69,391,19.2,18.3,T,0.0
499,0.23912,0.585,65.3,2.4091,6.019,12.92,6,0,9.69,391,19.2,21.2,T,0.0
500,0.17783,0.585,73.5,2.3999,5.569,15.10,6,0,9.69,391,19.2,17.5,M,0.0
501,0.22438,0.585,79.7,2.4982,6.027,14.33,6,0,9.69,391,19.2,16.8,T,0.0
502,0.06263,0.573,69.1,2.4786,6.593,9.67,1,0,11.93,273,21.0,22.4,T,0.0
503,0.04527,0.573,76.7,2.2875,6.120,9.08,1,0,11.93,273,21.0,20.6,T,0.0
504,0.06076,0.573,91.0,2.1675,6.976,5.64,1,0,11.93,273,21.0,23.9,T,0.0
505,0.10959,0.573,89.3,2.3889,6.794,6.48,1,0,11.93,273,21.0,22.0,T,0.0
506,0.04741,0.573,80.8,2.5050,6.030,7.88,1,0,11.93,273,21.0,11.9,T,0.0
